[2024-08-22T12:35:14.495993+00:00] main.DEBUG: Source class "\Magento\ServiceProxy\Model" for "Magento\ServiceProxy\Model\Logger" generation does not exist. {"exception":"[object] (RuntimeException(code: 0): Source class \"\\Magento\\ServiceProxy\\Model\" for \"Magento\\ServiceProxy\\Model\\Logger\" generation does not exist. at /var/www/html/vendor/magento/framework/Code/Generator.php:223)"} []
[2024-08-22T12:35:14.496255+00:00] main.DEBUG: Source class "\Magento\ServiceProxy\Model" for "Magento\ServiceProxy\Model\Logger" generation does not exist. {"exception":"[object] (RuntimeException(code: 0): Source class \"\\Magento\\ServiceProxy\\Model\" for \"Magento\\ServiceProxy\\Model\\Logger\" generation does not exist. at /var/www/html/vendor/magento/framework/Code/Generator.php:223)"} []
[2024-08-22T12:35:22.253575+00:00] main.INFO: Source table payment_services_order_status_data_production_submitted_hash does not exist. Skipping data migration... [] []
[2024-08-22T12:35:23.725642+00:00] main.INFO: {"feed":"undefined","operation":"undefined","status":"Setting mode Update On Schedule for indexer Sales Order Feed","elapsed":"00:00:00 113 ms","pid":"53","caller":"bin\/magento setup:install --db-host=db --db-name=magento --db-user=magento --db-password=magento"} [] []
[2024-08-22T12:35:23.861324+00:00] main.INFO: {"feed":"undefined","operation":"undefined","status":"Setting mode Update On Schedule for indexer Sales Order Statuses Feed","elapsed":"00:00:00 249 ms","pid":"53","caller":"bin\/magento setup:install --db-host=db --db-name=magento --db-user=magento --db-password=magento"} [] []
[2024-08-22T12:35:23.931549+00:00] main.INFO: {"feed":"undefined","operation":"undefined","status":"Setting mode Update On Schedule for indexer Stores Feed","elapsed":"00:00:00 319 ms","pid":"53","caller":"bin\/magento setup:install --db-host=db --db-name=magento --db-user=magento --db-password=magento"} [] []
[2024-08-22T12:35:24.535310+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["CONFIG"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.764056+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.764226+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.765295+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_21","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.765417+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.765525+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.765627+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_disable_auto_group_change","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.781782+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.782575+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.782826+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.783055+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.783872+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_36","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.784044+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ADDRESS_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.784156+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_address_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.784261+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_address_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.784362+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_register_address_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.784472+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_address_vat_id","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.785542+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.786551+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.790455+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_21","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.790578+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_disable_auto_group_change","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.791005+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_36","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.791146+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_address_vat_id","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.798216+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.798760+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.799012+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.799178+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.800100+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_1","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.800221+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.800325+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.800424+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_website_id","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.803559+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.804101+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.804344+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.804504+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.805395+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_3","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.805514+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.805617+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.805726+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_created_in","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.808732+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.809290+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.809539+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.809699+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.810611+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_9","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.810734+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.810842+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_checkout_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.810962+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.811064+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_checkout_register_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.811160+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_create_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.811256+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.811349+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_email","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.814446+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.814982+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.815229+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.815392+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.816278+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_10","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.816395+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.816499+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_checkout_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.816598+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.816695+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_group_id","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.819770+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.820316+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.820567+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.820730+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.821609+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_11","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.821726+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.821829+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_checkout_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.821931+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.822035+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_checkout_register_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.822133+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_create_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.822228+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.822322+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_dob","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.825360+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.825902+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.826166+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.826331+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.827273+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_17","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.827391+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.827495+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_checkout_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.827594+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.827691+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_checkout_register_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.827786+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_create_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.827889+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.827995+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_taxvat","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.831034+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.831576+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.831829+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.832000+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.832863+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_18","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.832988+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.833095+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_confirmation","FPC"],"mode":"matchingTag"}} []
[2024-08-22T12:35:27.836182+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.836723+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.836980+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-08-22T12:35:27.837153+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
